Siemens SICAM A8000 RTU跨站脚本漏洞,CNVD-2020-45701,2020-08-12,高,AV:N/AC:H/Au:N/C:C/I:C/A:C,远程网络,高,不需要认证,完全地,完全地,完全地,7.6,Siemens SICAM WEB firmware for SICAM A8000 RTUs < V05.30,CVE-2020-15781 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-15781,"SICAM A8000 RTU（远程终端设备）系列是一个模块化的设备系列，适用于所有能源供应领域的遥控和自动化应用。

Siemens SICAM A8000 RTU存在跨站脚本漏洞。该漏洞是由于登录屏幕未能对输入进行充分的过滤，攻击者可利用漏洞影响Web应用程序的机密性、完整性和可用性。",通用型漏洞,"https://cert-portal.siemens.com/productcert/pdf/ssa-370042.pdf","用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-370042.pdf",/patchInfo/show/230224,Siemens SICAM A8000 RTU跨站脚本漏洞的补丁,(暂无验证信息),2020-08-12,2020-08-12,2020-08-12,(无附件)
Inductive Automation Ignition授权问题漏洞,CNVD-2020-49320,2020-08-29,中,AV:N/AC:L/Au:N/C:P/I:N/A:N,远程网络,低,不需要认证,部分地,不受影响,不受影响,5.0,Inductive Automation Inductive Automation Ignition <8.0.13,CVE-2020-14520 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-14520,"Inductive Automation Ignition是美国Inductive Automation公司的一套数据采集与监控系统（SCADA）。

Inductive Automation Ignition 8 8.0.13之前版本中存在安全漏洞。攻击者可利用该漏洞获取敏感信息。",通用型漏洞,https://us-cert.cisa.gov/ics/advisories/icsa-20-212-01,"目前厂商已发布升级补丁以修复漏洞，补丁获取链接：
https://inductiveautomation.com/downloads/releasenotes/8.0.13",/patchInfo/show/232261,Inductive Automation Ignition授权问题漏洞的补丁,(暂无验证信息),2020-08-07,2020-08-30,2020-08-30,(无附件)
Advantech WebAccess HMI Designer缓冲区溢出漏洞（CNVD-2020-49485）,CNVD-2020-49485,2020-08-19,中,AV:N/AC:M/Au:N/C:P/I:N/A:N,远程网络,中,不需要认证,部分地,不受影响,不受影响,4.3,Advantech Advantech WebAccess HMI Designer <=2.1.9.31,CVE-2020-16211 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-16211,"Advantech WebAccess HMI Designer是中国台湾研华（Advantech）公司的一款人机界面集成开发工具。该产品具备数据传输、菜单编辑和文本编辑等功能。

Advantech WebAccess HMI Designer 2.1.9.31及之前版本中存在缓冲区溢出漏洞。该漏洞源于网络系统或产品在内存上执行操作时，未正确验证数据边界，导致向关联的其他内存位置上执行了错误的读写操作。攻击者可利用该漏洞导致缓冲区溢出或堆溢出等。",通用型漏洞,https://nvd.nist.gov/vuln/detail/CVE-2020-16211,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.advantech.com/",/patchInfo/show/231103,Advantech WebAccess HMI Designer缓冲区溢出漏洞（CNVD-2020-49485）的补丁,(暂无验证信息),2020-08-10,2020-08-31,2020-08-31,(无附件)
Advantech WebAccess HMI Designer缓冲区溢出漏洞,CNVD-2020-49487,2020-08-19,中,AV:N/AC:M/Au:N/C:P/I:P/A:P,远程网络,中,不需要认证,部分地,部分地,部分地,6.8,Advantech Advantech WebAccess HMI Designer <=2.1.9.31,CVE-2020-16213 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-16213,"Advantech WebAccess HMI Designer是中国台湾研华（Advantech）公司的一款人机界面集成开发工具。该产品具备数据传输、菜单编辑和文本编辑等功能。

Advantech WebAccess HMI Designer 2.1.9.31及之前版本中存在缓冲区溢出漏洞，该漏洞源于程序未能正确验证用户提交的数据。攻击者可借助特制的项目文件利用该漏洞执行代码，泄露/修改信息或造成应用程序崩溃。",通用型漏洞,https://nvd.nist.gov/vuln/detail/CVE-2020-16213,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.advantech.com/",/patchInfo/show/231109,Advantech WebAccess HMI Designer缓冲区溢出漏洞的补丁,(暂无验证信息),2020-08-10,2020-08-31,2020-08-31,(无附件)
Advantech WebAccess HMI Designer资源管理错误漏洞,CNVD-2020-49488,2020-08-19,中,AV:N/AC:M/Au:N/C:P/I:P/A:P,远程网络,中,不需要认证,部分地,部分地,部分地,6.8,Advantech Advantech WebAccess HMI Designer <=2.1.9.31,CVE-2020-16217 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-16217,"Advantech WebAccess HMI Designer是中国台湾研华（Advantech）公司的一款人机界面集成开发工具。该产品具备数据传输、菜单编辑和文本编辑等功能。

Advantech WebAccess HMI Designer 2.1.9.31及之前版本中存在资源管理错误漏洞。攻击者可借助特制的项目文件利用该漏洞执行代码，泄露/修改信息或造成应用程序崩溃。",通用型漏洞,https://us-cert.cisa.gov/ics/advisories/icsa-20-219-02,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.advantech.com/",/patchInfo/show/231130,Advantech WebAccess HMI Designer资源管理错误漏洞的补丁,(暂无验证信息),2020-08-10,2020-08-31,2020-08-31,(无附件)
Wind River Systems VxWorks WebCLI信息泄露漏洞,CNVD-2020-49403,2020-08-05,中,AV:N/AC:L/Au:N/C:P/I:N/A:N,远程网络,低,不需要认证,部分地,不受影响,不受影响,5.0,Wind River Systems Wind River Systems VxWorks >=5.5，<=7 SR0640,CVE-2020-11440 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-11440,"Wind River Systems VxWorks是美国风河系统（Wind River Systems）公司的一套嵌入式实时操作系统（RTOS）。WebCLI是其中的一个基于Web的命令行界面。

Wind River Systems VxWorks 5.5版本至7 SR0640版本中的WebCLI的httpRpmFs存在安全漏洞。攻击者可通过发送特制请求利用该漏洞绕过访问限制。",通用型漏洞,https://windriver.com,目前厂商已发布升级补丁以修复漏洞，补丁获取链接：https://support2.windriver.com/index.php?page=cve&on=view&id=CVE-2020-11440,/patchInfo/show/228625,Wind River Systems VxWorks WebCLI信息泄露漏洞的补丁,(暂无验证信息),2020-08-04,2020-08-31,2020-08-31,(无附件)
Advantech iView SQL注入漏洞,CNVD-2020-42953,2020-07-29,低,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,Advantech iView <=5.6,CVE-2020-14497 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-14497,"Advantech iView是Advantech公司提供的一款设备管理应用。

Advantech iView 5.6及之前版本中存在SQL注入漏洞。攻击者可利用该漏洞获取用户凭据，读取或修改信息，并执行代码。",通用型漏洞,https://nvd.nist.gov/vuln/detail/CVE-2020-14497,"目前厂商已发布升级补丁以修复漏洞，补丁获取链接：
https://support.advantech.com/support/KnowledgeBaseSRDetail_New.aspx?SR_ID=1-HIPU-181&Doc_Source=Knowledge+Base",/patchInfo/show/227467,Advantech iView SQL注入漏洞的补丁,(暂无验证信息),2020-07-27,2020-07-29,2020-07-29,(无附件)
Advantech iView访问控制错误漏洞,CNVD-2020-43173,2020-07-27,低,AV:N/AC:L/Au:N/C:P/I:N/A:N,远程网络,低,不需要认证,部分地,不受影响,不受影响,5.0,Advantech iView <=5.6,CVE-2020-14501 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-14501,"Advantech iView是Advantech公司提供的一款设备管理应用。

Advantech iView 5.6及之前版本中存在访问控制错误漏洞。远程攻击者可利用该漏洞获取用户表的信息，包括纯文本格式的管理员凭据，或删除管理员帐户。",通用型漏洞,https://nvd.nist.gov/vuln/detail/CVE-2020-14501,"目前厂商已发布升级补丁以修复漏洞，补丁获取链接：
https://support.advantech.com/support/KnowledgeBaseSRDetail_New.aspx?SR_ID=1-HIPU-181&Doc_Source=Knowledge+Base",/patchInfo/show/227261,Advantech iView访问控制错误漏洞的补丁,(暂无验证信息),2020-07-24,2020-07-30,2020-07-30,(无附件)
Advantech iView命令注入漏洞,CNVD-2020-43172,2020-07-27,低,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,Advantech iView <=5.6,CVE-2020-14505 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-14505,"Advantech iView是Advantech公司提供的一款设备管理应用。

Advantech iView 5.6及之前版本中存在命令注入漏洞，该漏洞源于在进行系统调用之前，程序未能正确验证用户提交的字符串。攻击者可利用该漏洞发送HTTP GET或POST请求，执行任意代码。",通用型漏洞,https://nvd.nist.gov/vuln/detail/CVE-2020-14505,"目前厂商已发布升级补丁以修复漏洞，补丁获取链接：
https://support.advantech.com/support/KnowledgeBaseSRDetail_New.aspx?SR_ID=1-HIPU-181&Doc_Source=Knowledge+Base",/patchInfo/show/227259,Advantech iView命令注入漏洞的补丁,(暂无验证信息),2020-07-24,2020-07-30,2020-07-30,(无附件)
ABB IRC5信任管理问题漏洞,CNVD-2020-41210,2020-07-21,高,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,ABB IRC5,CVE-2020-10287 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-10287,"ABB IRC5是一款机器人控制系统。

ABB IRC5存在信任管理问题漏洞 ，远程攻击者可利用该漏洞提交特殊的请求，未授权访问系统。",通用型漏洞,https://github.com/aliasrobotics/RVD/issues/3326,"厂商尚未提供漏洞修复方案，请关注厂商主页更新：
https://global.abb/",,(无补丁信息),(暂无验证信息),2020-07-20,2020-07-21,2020-07-21,(无附件)
ABB IRC5 FTP server访问控制错误漏洞,CNVD-2020-41211,2020-07-21,高,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,ABB IRC5,CVE-2020-10288 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-10288,"ABB IRC5是一款机器人控制系统。

ABB IRC5 FTP server存在访问控制错误漏洞，远程攻击者可利用该漏洞提交特殊的请求，可未授权访问系统。",通用型漏洞,https://github.com/aliasrobotics/RVD/issues/3327,"厂商尚未提供漏洞修复方案，请关注厂商主页更新：
https://global.abb/",,(无补丁信息),(暂无验证信息),2020-07-20,2020-07-21,2020-07-21,(无附件)
Siemens Opcenter Execution Core访问控制错误漏洞（CNVD-2020-43671）,CNVD-2020-43671,2020-08-01,中,AV:N/AC:L/Au:S/C:P/I:P/A:N,远程网络,低,一次,部分地,部分地,不受影响,5.5,"Siemens Opcenter Execution Core < V8.2
Siemens Camstar Enterprise Platform",CVE-2020-7578 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7578,"Opcenter Execution Core（以前称为Camstar Enterprise Platform）是一种通用的制造执行系统（MES）。

Camstar Enterprise Platform（全部版本）和Opcenter Execution Core 8.2之前版本中存在访问控制错误漏洞。攻击者可利用该漏洞查看内部信息并进行未授权的修改操作。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf,"目前厂商已发布升级补丁以修复漏洞，补丁获取链接：
https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf",/patchInfo/show/228123,Siemens Opcenter Execution Core访问控制错误漏洞（CNVD-2020-43671）的补丁,(暂无验证信息),2020-07-15,2020-08-01,2020-08-01,(无附件)
Siemens Opcenter Execution Core访问控制错误漏洞 ,CNVD-2020-40861,2020-07-19,中,AV:N/AC:L/Au:S/C:P/I:P/A:N,远程网络,低,一次,部分地,部分地,不受影响,5.5,"Siemens Opcenter Execution Core < V8.2
Siemens Camstar Enterprise Platform",CVE-2020-7578 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7578,"Opcenter Execution Core（以前称为Camstar Enterprise Platform）是一种通用的制造执行系统（MES）。

Siemens Camstar Enterprise Platform和Opcenter Execution Core存在SQL注入漏洞。攻击者可利用漏洞查看内部信息并执行未经授权的更改。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf",/patchInfo/show/226131,Siemens Opcenter Execution Core访问控制错误漏洞 的补丁,(暂无验证信息),2020-07-15,2020-07-19,2020-07-19,(无附件)
Siemens Opcenter Execution Core SQL注入漏洞,CNVD-2020-40862,2020-07-19,中,AV:N/AC:L/Au:S/C:P/I:P/A:N,远程网络,低,一次,部分地,部分地,不受影响,5.5,"Siemens Opcenter Execution Core < V8.2
Siemens Camstar Enterprise Platform",CVE-2020-7577 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7577,"Opcenter Execution Core（以前称为Camstar Enterprise Platform）是一种通用的制造执行系统（MES）。

Siemens Opcenter Execution Core存在SQL注入漏洞。攻击者可利用漏洞读取并可能修改用户有权访问的应用程序数据。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf",/patchInfo/show/226129,Siemens Opcenter Execution Core SQL注入漏洞的补丁,(暂无验证信息),2020-07-15,2020-07-19,2020-07-19,(无附件)
Siemens Opcenter Execution Core跨站脚本漏洞,CNVD-2020-40863,2020-07-19,低,AV:N/AC:M/Au:S/C:N/I:P/A:N,远程网络,中,一次,不受影响,部分地,不受影响,3.5,"Siemens Opcenter Execution Core < V8.2
Siemens Camstar Enterprise Platform",CVE-2020-7576 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7576,"Opcenter Execution Core（以前称为Camstar Enterprise Platform）是一种通用的制造执行系统（MES）。

Siemens Opcenter Execution Core存在跨站脚本漏洞。攻击者可利用漏洞获取合法用户的会话cookie。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-604937.pdf",/patchInfo/show/226127,Siemens Opcenter Execution Core跨站脚本漏洞的补丁,(暂无验证信息),2020-07-15,2020-07-19,2020-07-19,(无附件)
Siemens LOGO! 8 BM缓冲区溢出漏洞,CNVD-2020-40864,2020-07-19,高,AV:N/AC:L/Au:N/C:C/I:C/A:C,远程网络,低,不需要认证,完全地,完全地,完全地,10.0,"Siemens LOGO! 8 BM (incl. SIPLUS variants) >=V1.81.01，<=V1.81.03
Siemens LOGO! 8 BM (incl. SIPLUS variants) V1.82.01
Siemens LOGO! 8 BM (incl. SIPLUS variants) V1.82.02",CVE-2020-7593 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7593,"Siemens LOGO!8 BM是德国西门子（Siemens）公司的一款可编程逻辑控制器。

Siemens LOGO! 8 BM存在缓冲区溢出漏洞。未经身份验证的远程攻击者可以发送构建的HTTP请求以导致内存破坏，从而导致远程代码执行。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-573753.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-573753.pdf",/patchInfo/show/226105,Siemens LOGO! 8 BM缓冲区溢出漏洞的补丁,(暂无验证信息),2020-07-15,2020-07-19,2020-07-19,(无附件)
Siemens SIMATIC S7-200 Smart CPU系列拒绝服务漏洞,CNVD-2020-40865,2020-07-19,高,AV:N/AC:L/Au:N/C:N/I:N/A:C,远程网络,低,不需要认证,不受影响,不受影响,完全地,7.8,Siemens SIMATIC S7-200 SMART CPU family  >= V2.2，< V2.5.1,CVE-2020-7584 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7584,"Siemens SIMATIC S7-200 Smart是德国西门子（Siemens）公司的一款应用于中小型自动化系统中的可编程逻辑控制器（PLC）。

Siemens SIMATIC S7-200 Smart CPU系列存在拒绝服务漏洞。攻击者可利用漏洞造成拒绝服务情况。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-589181.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-589181.pdf",/patchInfo/show/226103,Siemens SIMATIC S7-200 Smart CPU系列拒绝服务漏洞的补丁,(暂无验证信息),2020-07-15,2020-07-19,2020-07-19,(无附件)
多款Siemens产品信息泄露漏洞,CNVD-2020-40613,2020-07-17,中,AV:A/AC:L/Au:N/C:C/I:N/A:N,邻近网络,低,不需要认证,完全地,不受影响,不受影响,6.1,"Siemens SIMATIC WinCC Runtime Advanced
Siemens SIMATIC HMI Mobile Panels 2nd Generation
Siemens SIMATIC HMI KTP700F Mobile Arctic
Siemens SIMATIC HMI Comfort Panels (incl. SIPLUS vari-ants)
Siemens SIMATIC HMI Basic Panels 2nd Generation(incl. SIPLUS variants)
Siemens SIMATIC HMI Basic Panels 1st Generation(incl. SIPLUS variants)",CVE-2020-7592 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7592,"SIMATIC HMI Panels用于操作员控制，机器和设备的监控。SIMATIC WinCC Runtime Advanced是一个可视化运行时平台，机器和设备的监控。SIPLUS extreme产品是为在极端条件下可运行而设计的，它基于Imatic，LOGO！SITOP、SINAMICS、SIMOTION、SCALANCE或其他设备。

多款Siemens产品存在安全漏洞。攻击者可利用漏洞获取纯文本通信并访问敏感信息。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-364335.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-364335.pdf",/patchInfo/show/225825,多款Siemens产品信息泄露漏洞的补丁,(暂无验证信息),2020-07-15,2020-07-17,2020-07-17,(无附件)
